Shape,Carat,Color,Clarity,Cut,Depth,Table,Symmetry,Cert,Price
Asscher,1.7,H,SI1,Excellent,67.6,63,Very Good,GIA,10487
Asscher,1.7,F,VS1,Excellent,68.4,65,Excellent,GIA,12907
Asscher,1.7,F,SI1,Excellent,68.5,65,Very Good,GIA,11567
Asscher,1.7,J,SI1,Excellent,69.3,66,Excellent,GIA,6472
Asscher,1.7,D,VVS2,Excellent,68.2,67,Very Good,GIA,17185
Asscher,1.7,D,VVS2,Excellent,69.2,67,Very Good,GIA,19572
Asscher,1.7,G,SI1,Excellent,69.7,67,Very Good,GIA,10741
Asscher,1.7,F,VS2,Excellent,69.8,68,Excellent,GIA,13054
Asscher,1.04,F,SI2,Excellent,67.7,62,Very Good,GIA,4482
Asscher,1.04,I,VVS1,Excellent,68.7,62,Very Good,GIA,3944
Asscher,1.04,K,VS1,Very Good,67.5,63,Very Good,GIA,2617
Asscher,1.04,I,VVS2,Excellent,68.2,64,Very Good,GIA,4137
Asscher,1.04,F,SI1,Excellent,69.7,68,Very Good,GIA,5047
Asscher,1.09,E,VS2,Excellent,68.2,59,Very Good,GIA,6155
Asscher,1.09,J,VS1,Excellent,67.9,60,Excellent,GIA,3309
Asscher,1.09,F,IF,Excellent,69.8,62,Very Good,GIA,8070
Asscher,1.09,E,SI1,Excellent,67.1,66,Very Good,GIA,5691
Asscher,1.93,G,VVS2,Very Good,67.1,78,Very Good,GIA,13130
Asscher,1.27,G,VS1,Very Good,59.4,71,Good,GIA,6483
Asscher,1.01,F,VS2,Excellent,66.8,63,Very Good,GIA,3642
Asscher,1.01,H,VS2,Excellent,66.9,63,Very Good,GIA,3494
Asscher,1.51,I,VS1,Excellent,66.4,61,Excellent,GIA,6267
Asscher,1.51,D,VVS1,Excellent,67.3,62,Excellent,GIA,10639
Asscher,0.91,G,VS1,Excellent,68.2,60,Excellent,GIA,3646
Asscher,0.91,G,VS1,Excellent,67.9,62,Very Good,GIA,3542
Asscher,0.91,G,VS2,Excellent,67.6,63,Excellent,GIA,3559
Asscher,0.91,G,SI1,Excellent,58.9,66,Excellent,GIA,3371
Asscher,1.56,F,VS2,Excellent,66.5,63,Excellent,GIA,11221
Asscher,0.9,H,SI2,Excellent,64.5,62,Excellent,GIA,2729
Asscher,0.9,I,VS1,Excellent,66,62,Excellent,GIA,2858
Asscher,5.39,J,VVS2,Very Good,69.1,62,Good,GIA,58614
Asscher,3.7,H,IF,Excellent,65.9,60,Excellent,GIA,48531
Asscher,1.51,H,SI1,Excellent,68.1,56,Very Good,GIA,9093
Asscher,1.51,D,VS1,Excellent,69.9,57,Very Good,GIA,13275
Asscher,1.51,F,VS1,Excellent,66.3,61,Very Good,GIA,10690
Asscher,1.51,F,SI1,Excellent,66.4,61,Very Good,GIA,9726
Asscher,1.51,F,VS2,Very Good,67.6,63,Very Good,GIA,10127
Asscher,1.51,I,SI1,Excellent,68.1,63,Very Good,GIA,7756
Asscher,1.51,E,VS2,Excellent,68.2,63,Excellent,GIA,10690
Asscher,1.51,H,VS1,Excellent,68,64,Excellent,GIA,8317
Asscher,1.51,H,VVS2,Excellent,69.6,64,Very Good,GIA,8904
Asscher,1.51,F,SI2,Excellent,65.1,65,Excellent,GIA,8304
Asscher,1.51,D,VS2,Excellent,67.6,65,Very Good,GIA,11089
Asscher,1.51,F,VS1,Excellent,67.8,65,Very Good,GIA,10845
Asscher,0.7,G,VVS1,Very Good,67.4,60,Very Good,GIA,2428
Asscher,4.01,H,VS1,Excellent,69,65,Excellent,GIA,75448
Asscher,0.81,E,VS2,Excellent,65.1,59,Excellent,GIA,2756
Asscher,4.51,G,VS1,Excellent,67.3,64,Excellent,GIA,96090
Asscher,4.51,H,VS1,Excellent,69.2,69,Very Good,GIA,81270
Cushion,1.01,G,SI2,Excellent,68.1,67,Very Good,GIA,2566
Cushion,1.01,E,VS2,Very Good,68.7,67,Good,GIA,3436
Cushion,1.01,G,SI1,Excellent,70.1,67,Excellent,GIA,3041
Cushion,0.95,F,VS1,Very Good,69.6,66,Very Good,GIA,3712
Cushion,1.41,K,VS1,Excellent,69.7,61,Very Good,GIA,3959
Cushion,1.41,F,VS2,Very Good,64.4,64,Good,GIA,7946
Cushion,1.41,G,VS1,Very Good,68.4,66,Good,GIA,7815
Cushion,1.41,J,VS2,Very Good,69.2,68,Very Good,GIA,4800
Cushion,1.41,H,VS1,Very Good,68.1,69,Good,GIA,6544
Cushion,1.42,E,VS2,Excellent,69.8,61,Excellent,GIA,8676
Cushion,1.34,I,VS1,Very Good,68.6,65,Very Good,GIA,5296
Cushion,1.34,K,VS2,Very Good,69.1,67,Very Good,GIA,3397
Cushion,1.2,G,VS1,Excellent,69.8,60,Very Good,GIA,6037
Cushion,1.2,F,VS1,Excellent,69.8,61,Excellent,GIA,6310
Cushion,1.2,F,VS2,Excellent,69.7,62,Excellent,GIA,6130
Cushion,1.2,F,VVS2,Excellent,69.6,63,Very Good,GIA,6463
Cushion,1.2,J,SI1,Very Good,82.4,63,Good,GIA,2550
Cushion,1.2,H,SI1,Very Good,79.5,64,Good,GIA,3929
Cushion,1.41,F,VVS2,Excellent,69.8,62,Very Good,GIA,9347
Cushion,1.2,I,VS1,Excellent,78,57,Good,GIA,3377
Cushion,1.01,I,VS1,Excellent,70.9,51,Very Good,GIA,2843
Cushion,1.01,D,SI2,Good,72.8,53,Very Good,GIA,2749
Cushion,1.01,I,VS1,Excellent,76.1,55,Very Good,GIA,2405
Cushion,1.01,E,SI1,Very Good,73.7,65,Good,GIA,3655
Cushion,1.01,D,VS2,Very Good,75.2,65,Good,GIA,3682
Cushion,1.01,F,SI1,Very Good,69.7,66,Good,GIA,3539
Cushion,1,F,VVS1,Excellent,70.1,59,Very Good,GIA,4413
Cushion,1,G,SI1,Excellent,72.3,59,Very Good,GIA,2883
Cushion,1,I,SI2,Very Good,69.9,60,Very Good,GIA,2083
Cushion,1,F,VVS1,Excellent,72.1,60,Very Good,GIA,4413
Cushion,0.98,G,VS2,Very Good,79.6,58,Good,GIA,2536
Cushion,0.98,G,SI2,Excellent,69.7,64,Good,GIA,1995
Cushion,2.01,G,SI1,Excellent,63.5,64,Very Good,GIA,11631
Cushion,2.54,F,VS2,Excellent,65.9,58,Excellent,GIA,25548
Cushion,2.54,H,SI1,Excellent,65.6,61,Excellent,GIA,15990
Cushion,1.8,I,SI1,Excellent,69.8,56,Very Good,GIA,8229
Cushion,1.8,F,SI1,Excellent,67.9,58,Excellent,GIA,10939
Cushion,1.8,H,VS2,Excellent,68.3,60,Very Good,GIA,10476
Cushion,3.05,H,SI1,Excellent,68.7,61,Excellent,GIA,28256
Cushion,3.05,H,VS1,Excellent,68.7,63,Excellent,GIA,45262
Cushion,3.05,G,VS1,Excellent,61.8,68,Excellent,GIA,43452
Cushion,1.51,E,VS1,Excellent,67.8,59,Excellent,GIA,9587
Cushion,1.51,F,VVS2,Excellent,66.9,60,Excellent,GIA,10925
Cushion,1.51,J,SI2,Excellent,67.7,60,Excellent,GIA,5165
Cushion,1.51,G,VVS2,Excellent,67.9,60,Excellent,GIA,8805
Cushion,1.51,D,SI1,Excellent,70.4,60,Excellent,GIA,7110
Cushion,2.85,L,VS1,Very Good,66.9,64,Very Good,GIA,10652
Cushion,3.03,H,VS1,Excellent,65.6,61,Excellent,GIA,34845
Cushion,1,E,SI1,Very Good,62.2,61,Good,GIA,3480
Cushion,1,I,SI2,Excellent,67.8,61,Very Good,GIA,1992
Cushion,1.54,G,VS1,Excellent,68.5,61,Excellent,GIA,9896
Cushion,1.54,J,VS1,Excellent,69.5,65,Very Good,GIA,6071
Cushion,1.54,J,VS1,Very Good,68.7,66,Very Good,GIA,5821
Cushion,1.54,I,SI2,Very Good,62.8,69,Very Good,GIA,6400
Cushion,1.54,I,VS1,Excellent,69,69,Very Good,GIA,7218
Cushion,1.54,K,SI1,Very Good,62.2,70,Very Good,GIA,4431
Cushion,0.9,D,VS2,Very Good,66,65,Good,GIA,2536
Cushion,0.9,D,VS2,Very Good,67.7,68,Good,GIA,2536
Cushion,1.5,F,VS1,Excellent,69.9,59,Very Good,GIA,9694
Cushion,1.5,G,VS2,Excellent,69.3,60,Excellent,GIA,8941
Cushion,1.5,F,VS1,Excellent,69.7,62,Very Good,GIA,9848
Cushion,2.01,I,SI2,Excellent,67,62,Excellent,GIA,10587
Cushion,2.01,I,SI1,Excellent,67.2,63,Excellent,GIA,11503
Cushion,1.51,I,VS1,Excellent,68.6,57,Excellent,GIA,6672
Cushion,1.51,G,VS2,Excellent,67,58,Excellent,GIA,7826
Cushion,1.51,G,SI1,Excellent,68.9,58,Excellent,GIA,8648
Cushion,1.51,H,VS1,Excellent,69.5,58,Very Good,GIA,8438
Cushion,1.51,G,VS1,Very Good,69.6,58,Very Good,GIA,9286
Cushion,1.03,E,VS2,Excellent,68.2,63,Very Good,GIA,3425
Cushion,1.03,G,SI1,Very Good,68.8,63,Very Good,GIA,3167
Cushion,2.51,H,SI2,Excellent,67.2,63,Excellent,GIA,15163
Cushion,2.51,J,SI2,Excellent,63.5,64,Excellent,GIA,10916
Cushion,1.53,E,VS1,Very Good,69.6,61,Very Good,GIA,10929
Cushion,1.53,G,VS1,Excellent,67.8,66,Excellent,GIA,9128
Cushion,2.02,F,SI1,Excellent,66.4,63,Excellent,GIA,13541
Cushion,2.02,F,VS2,Excellent,69.3,63,Excellent,GIA,17256
Cushion,2.02,H,SI2,Excellent,69.9,65,Very Good,GIA,10918
Cushion,2.4,F,VS2,Excellent,66.5,64,Excellent,GIA,24801
Cushion,2.4,E,VVS1,Excellent,67.8,65,Excellent,GIA,33731
Cushion,1.41,G,VS2,Excellent,69.6,62,Excellent,GIA,7776
Cushion,0.8,F,SI1,Excellent,67.4,61,Very Good,GIA,1684
Cushion,1.71,J,SI1,Excellent,67.8,58,Very Good,GIA,6248
Cushion,1.71,F,VS2,Excellent,68.1,60,Excellent,GIA,12132
Cushion,1.71,I,SI1,Excellent,64.6,62,Very Good,GIA,8460
Cushion,1.71,I,VS2,Very Good,69.1,62,Very Good,GIA,8420
Cushion,1.71,H,VVS2,Very Good,69.8,62,Very Good,GIA,9794
Cushion,1.71,I,SI2,Excellent,63,63,Very Good,GIA,6721
Cushion,2.04,D,SI1,Excellent,70.2,59,Excellent,GIA,11891
Cushion,4.02,H,VS2,Excellent,68.6,59,Excellent,GIA,51002
Cushion,2.41,F,VS2,Excellent,65.6,62,Excellent,GIA,22912
Cushion,2.01,I,VS2,Excellent,68.4,65,Very Good,GIA,9969
Cushion,2.01,H,SI2,Excellent,66.3,66,Very Good,GIA,10704
Cushion,2.01,E,VS2,Very Good,70.9,69,Very Good,GIA,14912
Cushion,3.71,H,VS1,Excellent,68.5,68,Good,GIA,59874
Cushion,2.54,G,VS2,Excellent,67.4,63,Very Good,GIA,24232
Cushion,2.62,F,VS1,Excellent,65.6,63,Excellent,GIA,30713
Cushion,1.8,F,SI1,Excellent,69.1,61,Very Good,GIA,11755
Cushion,1.8,G,VS1,Excellent,69.5,61,Very Good,GIA,10573
Cushion,1.8,E,VS1,Excellent,70,61,Very Good,GIA,11021
Cushion,1.8,G,VVS1,Excellent,70.5,61,Very Good,GIA,11633
Cushion,1.8,G,SI1,Excellent,62.6,65,Excellent,GIA,11067
Cushion,2.55,L,SI1,Excellent,68.4,67,Very Good,GIA,8325
Cushion,0.84,F,SI1,Very Good,67.2,60,Good,GIA,2194
Cushion,0.84,G,VS2,Excellent,69.7,60,Excellent,GIA,2547
Cushion,0.84,E,SI1,Excellent,64.3,61,Very Good,GIA,2529
Cushion,3.55,F,VS1,Excellent,65.6,66,Excellent,GIA,77443
Cushion,1.82,I,VS1,Excellent,65.4,61,Very Good,GIA,9993
Cushion,1.82,F,SI2,Very Good,66.4,62,Good,GIA,10141
Cushion,1.82,J,VS2,Excellent,68.9,62,Very Good,GIA,7831
Cushion,1.82,G,VVS2,Excellent,69.2,63,Very Good,GIA,15391
Cushion,1.15,K,VS1,Excellent,68.7,64,Very Good,GIA,3019
Cushion,1.82,F,VVS2,Very Good,69.5,71,Good,GIA,14152
Cushion,5.03,J,SI1,Excellent,67.1,61,Excellent,GIA,53339
Cushion,2.33,E,SI2,Excellent,59.2,66,Excellent,GIA,12001
Cushion,0.94,D,SI1,Very Good,60.7,58,Very Good,GIA,3797
Cushion,0.94,I,VS1,Very Good,68.5,59,Very Good,GIA,2814
Cushion,0.94,I,SI1,Excellent,61.1,68,Very Good,GIA,2613
Cushion,1.86,G,VVS2,Excellent,67,61,Excellent,GIA,15729
Cushion,2.56,G,VS1,Excellent,68.5,61,Excellent,GIA,28493
Cushion,2.71,G,VS1,Excellent,67.6,60,Very Good,GIA,29444
Cushion,2.74,F,VS2,Very Good,68.4,65,Very Good,GIA,29073
Cushion,2.8,M,SI1,Excellent,69.2,70,Good,GIA,7800
Cushion,1.99,F,VVS2,Excellent,67.9,62,Good,GIA,18698
Cushion,1.7,G,SI1,Excellent,69.8,59,Excellent,GIA,10309
Cushion,1.7,G,VVS2,Excellent,69.9,60,Very Good,GIA,11234
Cushion,1.7,H,VS2,Excellent,67.5,61,Excellent,GIA,9380
Cushion,1.02,G,VVS2,Very Good,69.5,59,Very Good,GIA,3732
Cushion,1.02,I,VS1,Excellent,65.1,61,Very Good,GIA,2318
Cushion,1.02,F,SI2,Very Good,68.5,66,Good,GIA,3047
Cushion,3.29,J,VS2,Excellent,68,61,Excellent,GIA,26173
Cushion,3.29,L,VS1,Excellent,68.9,69,Very Good,GIA,13517
Cushion,1.5,H,VS1,Excellent,70.5,55,Very Good,GIA,7531
Cushion,0.72,H,VS1,Good,76,59,Good,GIA,1539
Cushion,0.72,D,VS2,Excellent,64.1,68,Good,GIA,1680
Cushion,2,J,SI2,Excellent,70.5,56,Very Good,GIA,6886
Cushion,2,G,VS1,Excellent,68.3,58,Excellent,GIA,15103
Cushion,2.02,J,VS2,Excellent,68.2,57,Excellent,GIA,8905
Cushion,0.7,F,VVS2,Excellent,72.9,58,Very Good,GIA,1738
Cushion,0.7,G,VVS1,Excellent,68.9,61,Very Good,GIA,1529
Cushion,0.7,D,VS1,Very Good,56,66,Good,GIA,1668
Cushion,0.7,H,SI1,Very Good,64.5,67,Fair,GIA,1148
Cushion,0.7,D,VS1,Very Good,59.9,68,Good,GIA,1741
Cushion,2.02,F,SI1,Excellent,69.3,58,Very Good,GIA,15265
Cushion,2.02,F,VS2,Excellent,67.3,60,Excellent,GIA,17813
Cushion,2.02,H,VS2,Excellent,68.3,60,Excellent,GIA,13423
Cushion,2.02,I,VVS2,Excellent,68,61,Excellent,GIA,12228
Cushion,0.8,G,VVS2,Excellent,69.8,58,Very Good,GIA,2140
Cushion,0.9,G,VS1,Excellent,72.2,54,Very Good,GIA,2317
Cushion,0.9,I,SI2,Very Good,66.1,61,Good,GIA,1564
Cushion,1.93,J,VS2,Excellent,69.6,60,Very Good,GIA,9205
Cushion,1.3,E,VS1,Excellent,68.9,56,Very Good,GIA,7217
Cushion,0.5,D,VS1,Good,65.5,66,Good,GIA,869
Cushion,1.31,H,VVS2,Excellent,70.6,55,Excellent,GIA,5527
Cushion,2.01,H,VS1,Excellent,70.4,56,Excellent,GIA,13208
Cushion,1.04,H,VVS2,Good,68.6,65,Very Good,GIA,2750
Cushion,1.1,E,VVS1,Excellent,69.2,70,Very Good,GIA,4982
Cushion,0.81,G,VVS2,Excellent,68.3,60,Very Good,GIA,2204
Cushion,0.81,G,SI1,Very Good,70.2,67,Very Good,GIA,1744
Cushion,2.03,L,VS2,Excellent,69.5,60,Very Good,GIA,5782
Cushion,2.03,I,VVS2,Excellent,69.6,62,Very Good,GIA,11204
Cushion,0.86,J,SI2,Good,69.3,61,Good,GIA,1533
Cushion,0.86,E,SI1,Very Good,69.1,64,Very Good,GIA,2666
Cushion,2.06,J,VS1,Excellent,67.7,69,Very Good,GIA,10095
Cushion,1.32,I,SI2,Very Good,69.7,63,Very Good,GIA,4485
Cushion,1.32,I,VVS2,Very Good,68.8,66,Very Good,GIA,5251
Cushion,1.32,I,VVS1,Very Good,68.7,68,Very Good,GIA,5309
Cushion,1.32,G,SI1,Very Good,68.9,68,Very Good,GIA,6007
Cushion,1.32,I,VVS2,Very Good,68.3,69,Very Good,GIA,5105
Cushion,1.36,J,SI1,Good,67.8,67,Very Good,GIA,4281
Cushion,3.5,J,VS1,Very Good,69.5,62,Very Good,GIA,28827
Cushion,1.45,J,VS2,Excellent,68.5,60,Very Good,GIA,5124
Cushion,1,I,SI1,Excellent,70,56,Excellent,GIA,2336
Cushion,1,E,SI2,Excellent,70.3,56,Very Good,GIA,2565
Cushion,1,E,SI1,Very Good,69.4,57,Good,GIA,2853
Cushion,1.83,F,SI1,Excellent,69.2,56,Very Good,GIA,12783
Cushion,1.83,I,VS1,Excellent,69.9,62,Excellent,GIA,10661
Cushion,1.83,J,SI1,Very Good,68.4,63,Very Good,GIA,8081
Cushion,1.83,I,SI1,Excellent,69,67,Very Good,GIA,9056
Cushion,1.83,G,VS1,Excellent,69.2,67,Very Good,GIA,13440
Cushion,1.83,G,SI2,Very Good,66.5,69,Very Good,GIA,10277
Cushion,3.51,J,VS1,Excellent,68.4,60,Excellent,GIA,29690
Cushion,3.51,I,SI1,Excellent,68.4,62,Very Good,GIA,29690
Cushion,3.51,G,VS1,Very Good,66.5,63,Very Good,GIA,54693
Cushion,0.77,D,SI1,Excellent,67.8,57,Very Good,GIA,2575
Cushion,0.77,H,VVS2,Excellent,65.4,62,Very Good,GIA,2215
Cushion,0.77,F,SI1,Very Good,63.4,67,Good,GIA,2335
Cushion,0.77,E,VS2,Excellent,69.2,67,Very Good,GIA,2620
Cushion,0.77,L,VVS2,Very Good,56.4,69,Very Good,GIA,1153
Cushion,1.01,F,VS2,Very Good,69.4,57,Very Good,GIA,3793
Cushion,1.01,J,VVS1,Very Good,53.6,59,Good,GIA,2560
Cushion,3.57,F,VS1,Excellent,65.8,66,Excellent,GIA,77879
Cushion,1.1,K,SI1,Excellent,64.2,63,Very Good,GIA,2625
Cushion,1.1,H,VS1,Excellent,67.2,63,Excellent,GIA,4424
Cushion,1.1,J,SI2,Very Good,67.1,66,Very Good,GIA,3276
Cushion,1.1,H,VS2,Very Good,69.1,68,Very Good,GIA,4398
Cushion,1.01,F,VS2,Excellent,77.9,67,Good,GIA,3793
Cushion,5.61,H,SI1,Excellent,63.3,67,Excellent,GIA,97524
Cushion,1.29,E,IF,Very Good,67.4,58,Very Good,GIA,9016
Cushion,1.29,J,VS2,Excellent,68.5,61,Excellent,GIA,4114
Cushion,1.29,J,SI1,Excellent,69.7,61,Good,GIA,3956
Cushion,1.29,I,VS1,Very Good,69,66,Very Good,GIA,5378
Cushion,1.29,G,VS1,Very Good,69,68,Very Good,GIA,6774
Cushion,1.6,E,VS1,Very Good,66.2,55,Very Good,GIA,13608
Cushion,1.6,F,VS1,Excellent,67.7,61,Very Good,GIA,11820
Cushion,1.6,H,VS2,Very Good,69.3,65,Very Good,GIA,8830
Cushion,5.02,D,VS2,Excellent,71.2,67,Very Good,GIA,100033
Cushion,5.02,D,IF,Excellent,67.7,69,Very Good,GIA,260521
Cushion,2.07,H,VS2,Excellent,67.1,64,Excellent,GIA,14172
Cushion,1.54,I,VVS2,Very Good,68.8,60,Very Good,GIA,6704
Cushion,1.54,H,VS2,Excellent,65.5,64,Excellent,GIA,7799
Cushion,2.07,I,VS2,Excellent,69.7,66,Very Good,GIA,11638
Cushion,4.07,H,VS1,Excellent,69.1,54,Excellent,GIA,91677
Cushion,2.4,K,VS2,Very Good,69.2,64,Very Good,GIA,10914
Cushion,1.31,K,VS1,Excellent,66.3,60,Very Good,GIA,3439
Cushion,1.31,K,VVS2,Excellent,68.6,60,Excellent,GIA,3850
Cushion,1.31,J,VS1,Excellent,68.8,60,Very Good,GIA,4867
Cushion,1.31,G,VS1,Excellent,68.3,61,Very Good,GIA,7165
Cushion,1.31,J,VS1,Very Good,57.2,62,Good,GIA,4273
Cushion,1.31,G,VS1,Excellent,66.8,62,Very Good,GIA,7261
Cushion,1.31,I,SI2,Excellent,67.5,63,Very Good,GIA,4154
Cushion,1.31,I,SI1,Very Good,68.6,63,Very Good,GIA,4951
Cushion,2.03,J,SI1,Very Good,67.2,68,Very Good,GIA,9339
Cushion,2.03,I,SI1,Very Good,69.5,68,Very Good,GIA,11620
Cushion,3.01,F,VS1,Excellent,68.8,57,Excellent,GIA,32828
Cushion,0.93,K,VS2,Excellent,68.2,61,Very Good,GIA,2025
Cushion,0.93,G,VS1,Excellent,68.5,61,Very Good,GIA,3673
Cushion,0.93,G,VVS2,Excellent,65.6,63,Good,GIA,3797
Cushion,0.93,H,SI1,Excellent,67.7,64,Very Good,GIA,2873
Cushion,0.93,I,VVS2,Very Good,68,65,Very Good,GIA,3094
Cushion,0.93,H,VS2,Very Good,68.5,66,Very Good,GIA,2957
Cushion,1.01,F,VS2,Excellent,72.9,68,Good,GIA,3718
Cushion,2,K,SI1,Excellent,68,67,Good,GIA,5391
Cushion,1.08,K,VVS1,Excellent,64.4,58,Very Good,GIA,3222
Cushion,1.08,H,VS2,Excellent,67.9,60,Very Good,GIA,4511
Cushion,1.08,F,SI1,Excellent,68.7,62,Very Good,GIA,4732
Cushion,1.08,H,SI2,Excellent,68.2,63,Very Good,GIA,3404
Cushion,1.08,K,VS2,Excellent,69.8,63,Very Good,GIA,2405
Cushion,1.08,K,SI2,Very Good,69.3,64,Good,GIA,2172
Cushion,1.08,F,SI1,Excellent,63.7,69,Very Good,GIA,4950
Cushion,1,G,SI1,Very Good,73.3,71,Good,GIA,3267
Cushion,4.05,G,VS2,Very Good,66.8,66,Very Good,GIA,77274
Cushion,2.75,F,SI2,Excellent,68.7,62,Very Good,GIA,21548
Cushion,1.24,J,VS2,Excellent,66.6,61,Excellent,GIA,3848
Cushion,1.24,J,VS1,Excellent,68.1,61,Excellent,GIA,4494
Cushion,1.24,J,VS2,Very Good,66.8,63,Good,GIA,3527
Cushion,1.24,I,SI1,Excellent,66.5,64,Very Good,GIA,4871
Cushion,1.24,J,VS1,Excellent,67.8,65,Very Good,GIA,4270
Cushion,1.24,I,VS1,Very Good,67.5,66,Very Good,GIA,4700
Cushion,1.24,H,SI2,Very Good,68.8,66,Very Good,GIA,4664
Cushion,1.24,J,VS2,Very Good,68.6,68,Very Good,GIA,3848
Cushion,1.24,H,VS2,Very Good,67.6,69,Very Good,GIA,5475
Cushion,1.24,F,VVS2,Very Good,67.8,69,Very Good,GIA,7194
Cushion,1.24,J,VVS2,Very Good,68,69,Very Good,GIA,4949
Cushion,0.52,F,VS2,Excellent,64.3,63,Very Good,GIA,986
Cushion,0.52,F,VS2,Excellent,63.7,64,Very Good,GIA,1092
Cushion,0.52,F,SI1,Excellent,65.1,66,Very Good,GIA,917
Cushion,0.52,G,SI1,Excellent,65,68,Very Good,GIA,865
Cushion,0.72,F,SI2,Very Good,64.4,58,Good,GIA,1808
Cushion,0.72,E,VS1,Excellent,62.7,59,Very Good,GIA,2193
Cushion,0.72,G,VVS1,Excellent,67.4,60,Very Good,GIA,2121
Cushion,0.72,E,VS2,Excellent,60.7,61,Very Good,GIA,2170
Cushion,0.72,F,SI1,Very Good,67.5,61,Very Good,GIA,2093
Cushion,0.72,F,SI1,Excellent,68.1,61,Very Good,GIA,2153
Cushion,0.72,I,SI1,Excellent,62.3,64,Very Good,GIA,1491
Cushion,0.72,F,VS2,Excellent,63.3,64,Very Good,GIA,2156
Cushion,0.72,H,VVS2,Excellent,66.4,65,Very Good,GIA,1813
Cushion,1,G,VS1,Very Good,77.9,67,Good,GIA,3645
Cushion,1,H,SI2,Very Good,69,68,Good,GIA,2439
Cushion,1,I,VS1,Excellent,79,68,Good,GIA,2598
Cushion,1,J,VVS2,Very Good,76.5,69,Good,GIA,2280
Cushion,4.02,K,SI1,Excellent,67.3,61,Excellent,GIA,29147
Cushion,4.02,K,SI1,Excellent,67.4,61,Very Good,GIA,26079
Cushion,4.02,K,SI1,Very Good,67.1,69,Good,GIA,29530
Cushion,2.2,G,VS2,Excellent,69,58,Excellent,GIA,18747
Cushion,2.2,F,VS1,Excellent,66.4,59,Excellent,GIA,20892
Cushion,2.2,I,SI1,Excellent,70.4,59,Very Good,GIA,10841
Cushion,2.2,F,VVS1,Excellent,67,64,Very Good,GIA,23854
Cushion,2.6,K,VS2,Excellent,68.9,61,Excellent,GIA,12430
Cushion,2.6,H,VS1,Very Good,69.3,70,Very Good,GIA,19843
Cushion,5.01,G,SI1,Excellent,64.8,58,Very Good,GIA,57402
Cushion,5.01,G,SI1,Excellent,68.9,58,Excellent,GIA,69617
Cushion,1.2,D,VVS2,Excellent,72.3,65,Good,GIA,6231
Cushion,2.09,F,VS1,Excellent,69.8,61,Excellent,GIA,20160
Cushion,2.09,G,VS1,Very Good,65.6,68,Very Good,GIA,19385
Cushion,0.98,I,SI1,Very Good,69.7,70,Very Good,GIA,2724
Cushion,3.99,D,IF,Excellent,68.2,60,Excellent,GIA,149467
Cushion,0.8,G,VVS1,Very Good,65.8,58,Good,GIA,2737
Cushion,0.8,H,VS2,Excellent,65.4,59,Good,GIA,1966
Cushion,0.8,F,VS1,Excellent,67.7,59,Very Good,GIA,2955
Cushion,0.8,F,VS2,Excellent,63.7,60,Very Good,GIA,2540
Cushion,0.8,F,SI1,Excellent,66.7,60,Excellent,GIA,2426
Cushion,0.8,D,VS2,Excellent,69.3,60,Very Good,GIA,2703
Cushion,0.8,F,SI1,Excellent,62.1,61,Very Good,GIA,2359
Cushion,1,J,VS1,Very Good,73.5,65,Good,GIA,2174
Cushion,1,D,SI2,Excellent,70,66,Very Good,GIA,2845
Cushion,1,J,SI1,Excellent,70.4,66,Very Good,GIA,1961
Cushion,1,G,SI1,Excellent,65.4,67,Very Good,GIA,2819
Cushion,4.22,I,VS1,Excellent,68.3,61,Excellent,GIA,55557
Cushion,1,G,SI1,Excellent,73,62,Good,GIA,3267
Cushion,1,J,VS1,Excellent,73.9,62,Good,GIA,2174
Cushion,1,I,SI1,Excellent,67,63,Very Good,GIA,2734
Cushion,0.78,H,VS2,Very Good,70,63,Good,GIA,2152
Cushion,2.16,F,SI1,Excellent,64.3,53,Good,GIA,18431
Cushion,2.16,F,VVS1,Very Good,67.3,65,Very Good,GIA,28334
Cushion,1.26,J,VS1,Excellent,63.1,57,Very Good,GIA,4624
Cushion,1.26,J,VS1,Excellent,67.2,59,Very Good,GIA,4110
Cushion,1.26,I,SI1,Excellent,68.6,60,Very Good,GIA,4636
Cushion,1.26,J,SI1,Excellent,65.4,64,Very Good,GIA,3709
Cushion,3.02,G,SI1,Excellent,66.3,62,Excellent,GIA,30248
Cushion,3.02,H,SI1,Excellent,70.5,63,Excellent,GIA,25766
Cushion,0.5,H,VVS1,Excellent,67.8,59,Very Good,GIA,933
Cushion,0.5,F,SI1,Excellent,65.9,63,Very Good,GIA,804
Cushion,4.11,H,VS1,Very Good,67.4,61,Very Good,GIA,81686
Cushion,4.11,H,VS1,Excellent,67.5,63,Very Good,GIA,78419
Cushion,0.54,F,VS2,Good,61,54,Good,GIA,1008
Cushion,4.5,I,VS1,Excellent,65.8,63,Very Good,GIA,61819
Cushion,1.58,F,VS2,Very Good,67.2,68,Very Good,GIA,10290
Cushion,1.58,J,VS2,Excellent,65.7,69,Very Good,GIA,5815
Cushion,3.12,H,SI2,Very Good,63.9,60,Very Good,GIA,24701
Cushion,3.12,J,VS1,Excellent,62.7,66,Very Good,GIA,23961
Cushion,3.12,J,VS2,Very Good,68.7,67,Very Good,GIA,24821
Cushion,1.01,E,VS2,Excellent,67.4,70,Fair,GIA,3202
Cushion,11.01,L,VS2,Very Good,67.6,65,Very Good,GIA,152301
